Law type,Year,Name,File name,Link,Cited_by
Union of India - Act,1965,"The Warehousing Corporations (Supplementary) Act, 1965",..\SCRAP\LAW\TheWarehousingCorporationsSupplementaryAct1965UnionofIndia-Act1965.md,https://indiankanoon.org/doc/86967154/,3
Union of India - Act,1965,"Central Civil Services (Classification, Control & Appeal) Rules, 1965",..\SCRAP\LAW\CentralCivilServicesClassificationControlAppealRules1965UnionofIndia-Act1965.md,https://indiankanoon.org/doc/18288843/,1
Union of India - Act,1965,"The Food Corporations Rules, 1965",..\SCRAP\LAW\TheFoodCorporationsRules1965UnionofIndia-Act1965.md,https://indiankanoon.org/doc/102675232/,1
Union of India - Act,1965,"The Railways (Employment of Members of The Armed Forces) Act, 1965",..\SCRAP\LAW\TheRailwaysEmploymentofMembersofTheArmedForcesAct1965UnionofIndia-Act1965.md,https://indiankanoon.org/doc/1691761/,1
Union of India - Act,1965,"The Union Territories (Direct Election To The house Of The People) Act, 1965",..\SCRAP\LAW\TheUnionTerritoriesDirectElectionToThehouseOfThePeopleAct1965UnionofIndia-Act1965.md,https://indiankanoon.org/doc/737311/,1
Union of India - Act,1966,"The Seeds Act, 1966",..\SCRAP\LAW\TheSeedsAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/1424192/,644
Union of India - Act,1966,"The Railway Property (Unlawful Possession) Act, 1966",..\SCRAP\LAW\TheRailwayPropertyUnlawfulPossessionAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/38107498/,623
Union of India - Act,1966,"The Punjab Reorganisation Act, 1966",..\SCRAP\LAW\ThePunjabReorganisationAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/933499/,209
Union of India - Act,1966,"The Produce Cess Act, 1966",..\SCRAP\LAW\TheProduceCessAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/498208/,69
Union of India - Act,1966,"The Jawaharlal Nehru University Act, 1966",..\SCRAP\LAW\TheJawaharlalNehruUniversityAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/1231980/,35
Union of India - Act,1966,"The Representation of the People (Amendment) Act, 1966",..\SCRAP\LAW\TheRepresentationofthePeopleAmendmentAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/117166131/,31
Union of India - Act,1966,"The Post Graduate Institute of Medical Education and Research, Chandigarh Act, 1966",..\SCRAP\LAW\ThePostGraduateInstituteofMedicalEducationandResearchChandigarhAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/1086169/,27
Union of India - Act,1966,"The Police Forces (Restriction Of Rights) Act, 1966",..\SCRAP\LAW\ThePoliceForcesRestrictionOfRightsAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/164157/,28
Union of India - Act,1966,"The Asian Development Bank Act, 1966",..\SCRAP\LAW\TheAsianDevelopmentBankAct1966UnionofIndia-Act1966.md,https://indiankanoon.org/doc/73362398/,17
Union of India - Act,1967,"The Unlawful Activities (Prevention) Act, 1967",..\SCRAP\LAW\TheUnlawfulActivitiesPreventionAct1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/1389751/,3129
Union of India - Act,1967,"The Passports Act, 1967",..\SCRAP\LAW\ThePassportsAct1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/229269/,2561
Union of India - Act,1967,"The Anti-Corruption Laws (Amendment) Act, 1967",..\SCRAP\LAW\TheAnti-CorruptionLawsAmendmentAct1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/506831/,42
Union of India - Act,1967,"The Cement Control Order, 1967",..\SCRAP\LAW\TheCementControlOrder1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/139184571/,11
Union of India - Act,1967,"The Navy (Pension) Regulations, 1964",..\SCRAP\LAW\TheNavyPensionRegulations1964UnionofIndia-Act1967.md,https://indiankanoon.org/doc/114915658/,0
Union of India - Act,1967,Paradip Port Harbour Craft Rules 1967,..\SCRAP\LAW\ParadipPortHarbourCraftRules1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/46464488/,0
Union of India - Act,1967,"The Sailing Vessels (Members Of Crew) Rules, 1967",..\SCRAP\LAW\TheSailingVesselsMembersOfCrewRules1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/168973939/,0
Union of India - Act,1967,"The Port Of Paradip (Rates For The Use Of  The Wharf) Rules, 1967",..\SCRAP\LAW\ThePortOfParadipRatesForTheUseOfTheWharfRules1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/6328300/,0
Union of India - Act,1967,"The Baggage (Transit to Customs Stations) Regulations, 1967",..\SCRAP\LAW\TheBaggageTransittoCustomsStationsRegulations1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/152654073/,0
Union of India - Act,1967,"The Paradip Port Trust, (Adaptation Of Rules) Regulations, 1967",..\SCRAP\LAW\TheParadipPortTrustAdaptationOfRulesRegulations1967UnionofIndia-Act1967.md,https://indiankanoon.org/doc/148830893/,0
Union of India - Act,1968,"Gold (Control) Act, 1968",..\SCRAP\LAW\GoldControlAct1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/82964342/,2458
Union of India - Act,1968,"The Central Industrial Security Force Act, 1968",..\SCRAP\LAW\TheCentralIndustrialSecurityForceAct1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/242448/,214
Union of India - Act,1968,"The Enemy Property Act, 1968",..\SCRAP\LAW\TheEnemyPropertyAct1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/1510187/,158
Union of India - Act,1968,"The Judges (Inquiry) Act, 1968",..\SCRAP\LAW\TheJudgesInquiryAct1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/1719017/,85
Union of India - Act,1968,"The Essential Services Maintenance Act, 1968",..\SCRAP\LAW\TheEssentialServicesMaintenanceAct1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/902835/,46
Union of India - Act,1968,"The Unlawful Activities (Prevention) Rules, 1968",..\SCRAP\LAW\TheUnlawfulActivitiesPreventionRules1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/197988748/,26
Union of India - Act,1968,"The Bihar And Uttar Pradesh (Alteration Of Boundaries) Act, 1968",..\SCRAP\LAW\TheBiharAndUttarPradeshAlterationOfBoundariesAct1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/538826/,10
Union of India - Act,1968,"Central Laws (Extension to Jammu and Kashmir) Act, 1968",..\SCRAP\LAW\CentralLawsExtensiontoJammuandKashmirAct1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/166492597/,11
Union of India - Act,1968,"The State Agricultural Credit Corporations Act, 1968",..\SCRAP\LAW\TheStateAgriculturalCreditCorporationsAct1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/1647317/,3
Union of India - Act,1968,"The Public Provident Fund Scheme, 1968",..\SCRAP\LAW\ThePublicProvidentFundScheme1968UnionofIndia-Act1968.md,https://indiankanoon.org/doc/50512669/,2
Union of India - Act,1969,"The Monopolies And Restrictive Trade Practices Act, 1969",..\SCRAP\LAW\TheMonopoliesAndRestrictiveTradePracticesAct1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/1126690/,784
Union of India - Act,1969,"Banking Companies (Acquisition And Transfer of Undertaking) Act, 1969",..\SCRAP\LAW\BankingCompaniesAcquisitionAndTransferofUndertakingAct1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/65649811/,666
Union of India - Act,1969,"The Oaths Act, 1969",..\SCRAP\LAW\TheOathsAct1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/241320/,469
Union of India - Act,1969,"The Foreign Marriage Act, 1969",..\SCRAP\LAW\TheForeignMarriageAct1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/660591/,102
Union of India - Act,1969,"The Assam Reorganisation (Meghalaya) Act, 1969",..\SCRAP\LAW\TheAssamReorganisationMeghalayaAct1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/743270/,12
Union of India - Act,1969,"The Air Force Rules, 1969",..\SCRAP\LAW\TheAirForceRules1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/52565250/,6
Union of India - Act,1969,"Union territories (Separation of Judicial and Executive Functions) Act, 1969",..\SCRAP\LAW\UnionterritoriesSeparationofJudicialandExecutiveFunctionsAct1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/9538676/,5
Union of India - Act,1969,"The President (Discharge of Functions) Act, 1969",..\SCRAP\LAW\ThePresidentDischargeofFunctionsAct1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/45242392/,5
Union of India - Act,1969,"The Khuda Bakhsh Oriental Public Library Act, 1969",..\SCRAP\LAW\TheKhudaBakhshOrientalPublicLibraryAct1969UnionofIndia-Act1969.md,https://indiankanoon.org/doc/1764233/,2
Union of India - Act,1970,"The Contract Labour (Regulation and Abolition) Act, 1970",..\SCRAP\LAW\TheContractLabourRegulationandAbolitionAct1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/1810788/,2325
Union of India - Act,1970,"The Banking Companies (Acquisition And Transfer Of Undertakings) Act, 1970",..\SCRAP\LAW\TheBankingCompaniesAcquisitionAndTransferOfUndertakingsAct1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/1232997/,3089
Union of India - Act,1970,"The Patents Act, 1970",..\SCRAP\LAW\ThePatentsAct1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/1937976/,875
Union of India - Act,1970,"The Indian Medicine Central Council Act, 1970",..\SCRAP\LAW\TheIndianMedicineCentralCouncilAct1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/1423048/,660
Union of India - Act,1970,"The State Of Himachal Pradesh Act, 1970",..\SCRAP\LAW\TheStateOfHimachalPradeshAct1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/367007/,43
Union of India - Act,1970,"Central Labour Laws (Extension to Jammu and Kashmir) Act, 1970",..\SCRAP\LAW\CentralLabourLawsExtensiontoJammuandKashmirAct1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/194813095/,2
Union of India - Act,1970,"The Foreign Marriage Rules, 1970",..\SCRAP\LAW\TheForeignMarriageRules1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/66170671/,1
Union of India - Act,1970,"The Aluminium (Control) Order, 1970",..\SCRAP\LAW\TheAluminiumControlOrder1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/44649188/,0
Union of India - Act,1970,"Merchant Shipping (Certificate of Service) Rules, 1970",..\SCRAP\LAW\MerchantShippingCertificateofServiceRules1970UnionofIndia-Act1970.md,https://indiankanoon.org/doc/128682341/,0
Union of India - Act,1971,"The Public Premises (Eviction Of Unauthorised Occupants) Act, 1971",..\SCRAP\LAW\ThePublicPremisesEvictionOfUnauthorisedOccupantsAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/1506082/,4019
Union of India - Act,1971,"The Medical Termination Of Pregnancy Act, 1971",..\SCRAP\LAW\TheMedicalTerminationOfPregnancyAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/634810/,1112
Union of India - Act,1971,"Maintenance of Internal Security Act, 1971",..\SCRAP\LAW\MaintenanceofInternalSecurityAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/16892334/,645
Union of India - Act,1971,"The Defence Of India Act, 1971",..\SCRAP\LAW\TheDefenceOfIndiaAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/166591641/,154
Union of India - Act,1971,"The International Airports Authority Act, 1971",..\SCRAP\LAW\TheInternationalAirportsAuthorityAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/988937/,90
Union of India - Act,1971,"The Comptroller And Auditor-General's (Duties, Powers And Conditions Of Service), Act, 1971",..\SCRAP\LAW\TheComptrollerAndAuditor-GeneralsDutiesPowersAndConditionsOfServiceAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/157988/,64
Union of India - Act,1971,"The Prevention of Insults to National Honour Act, 1971",..\SCRAP\LAW\ThePreventionofInsultstoNationalHonourAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/1592411/,104
Union of India - Act,1971,"The North-Eastern Areas (Reorganisation) Act, 1971",..\SCRAP\LAW\TheNorth-EasternAreasReorganisationAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/318384/,49
Union of India - Act,1971,"The Coking Coal Mines (Emergency Provisions) Act, 1971",..\SCRAP\LAW\TheCokingCoalMinesEmergencyProvisionsAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/760818/,37
Union of India - Act,1971,"The Delhi Sikh Gurdwaras Act, 1971",..\SCRAP\LAW\TheDelhiSikhGurdwarasAct1971UnionofIndia-Act1971.md,https://indiankanoon.org/doc/733461/,45
Union of India - Act,1972,"THE PAYMENT OF GRATUITY ACT, 1972",..\SCRAP\LAW\THEPAYMENTOFGRATUITYACT1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/553799/,13855
Union of India - Act,1972,"The Delimitation Act, 1972",..\SCRAP\LAW\TheDelimitationAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/118715065/,569
Union of India - Act,1972,"The Carriage by Air Act, 1972",..\SCRAP\LAW\TheCarriagebyAirAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/843522/,314
Union of India - Act,1972,"The General Insurance Business (Nationalisation) Act, 1972",..\SCRAP\LAW\TheGeneralInsuranceBusinessNationalisationAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/66497243/,166
Union of India - Act,1972,"Coking Coal Mines (Nationalisation) Act, 1972",..\SCRAP\LAW\CokingCoalMinesNationalisationAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/7751/,141
Union of India - Act,1972,"The Architects Act, 1972",..\SCRAP\LAW\TheArchitectsAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/1653327/,185
Union of India - Act,1972,"The National Service Act, 1972",..\SCRAP\LAW\TheNationalServiceAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/633265/,18
Union of India - Act,1972,"The Marine Products Export Development Authority Act, 1972",..\SCRAP\LAW\TheMarineProductsExportDevelopmentAuthorityAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/137892/,28
Union of India - Act,1972,"The Diplomatic Relations (Vienna Convention) Act, 1972",..\SCRAP\LAW\TheDiplomaticRelationsViennaConventionAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/1919461/,20
Union of India - Act,1972,"The Limestone And Dolomite Mines Labour Welfare Fund Act, 1972",..\SCRAP\LAW\TheLimestoneAndDolomiteMinesLabourWelfareFundAct1972UnionofIndia-Act1972.md,https://indiankanoon.org/doc/378401/,7
Union of India - Act,1973,"The Foreign Exchange Regulation Act, 1973",..\SCRAP\LAW\TheForeignExchangeRegulationAct1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/27905/,2892
Union of India - Act,1973,"Coal Mines (Nationalisation) Act, 1973",..\SCRAP\LAW\CoalMinesNationalisationAct1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/72652/,329
Union of India - Act,1973,"The Homoeopathy Central Council Act, 1973",..\SCRAP\LAW\TheHomoeopathyCentralCouncilAct1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/1513853/,282
Union of India - Act,1973,"The Hire-Purchase Act, 1972",..\SCRAP\LAW\TheHire-PurchaseAct1972UnionofIndia-Act1973.md,https://indiankanoon.org/doc/1574709/,167
Union of India - Act,1973,"Coal Mines (Taking Over of Management) Act, 1973",..\SCRAP\LAW\CoalMinesTakingOverofManagementAct1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/70367532/,37
Union of India - Act,1973,"North-Eastern Hill University Act, 1973",..\SCRAP\LAW\North-EasternHillUniversityAct1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/1855450/,12
Union of India - Act,1973,"The Laccadive, Minicoy and Amindivi Islands (Alteration of Name) Act, 1973",..\SCRAP\LAW\TheLaccadiveMinicoyandAmindiviIslandsAlterationofNameAct1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/16843478/,4
Union of India - Act,1973,"The Alcock Ashdown Company Limited (Acquisition Of Undertakings) Act,1973",..\SCRAP\LAW\TheAlcockAshdownCompanyLimitedAcquisitionOfUndertakingsAct1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/980663/,1
Union of India - Act,1973,"The Fertilizer (Movement Control) Order, 1973",..\SCRAP\LAW\TheFertilizerMovementControlOrder1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/191924977/,1
Union of India - Act,1973,"The Authoritative Texts (Central Laws) Act, 1973",..\SCRAP\LAW\TheAuthoritativeTextsCentralLawsAct1973UnionofIndia-Act1973.md,https://indiankanoon.org/doc/475914/,2
Union of India - Act,1974,"The Code of Criminal Procedure, 1973",..\SCRAP\LAW\TheCodeofCriminalProcedure1973UnionofIndia-Act1974.md,https://indiankanoon.org/doc/445276/,423370
Union of India - Act,1974,"The Conservation of Foreign Exchange and Prevention of Smuggling Activities Act, 1974",..\SCRAP\LAW\TheConservationofForeignExchangeandPreventionofSmugglingActivitiesAct1974UnionofIndia-Act1974.md,https://indiankanoon.org/doc/135830564/,2182
Union of India - Act,1974,"University of Hyderabad Act, 1974",..\SCRAP\LAW\UniversityofHyderabadAct1974UnionofIndia-Act1974.md,https://indiankanoon.org/doc/198804014/,193
Union of India - Act,1974,"The Esso (Acquisition Of Undertakings In India) Act, 1974",..\SCRAP\LAW\TheEssoAcquisitionOfUndertakingsInIndiaAct1974UnionofIndia-Act1974.md,https://indiankanoon.org/doc/1769128/,65
Union of India - Act,1974,"The Economic Offences (Inapplicability of Limitation) Act, 1974",..\SCRAP\LAW\TheEconomicOffencesInapplicabilityofLimitationAct1974UnionofIndia-Act1974.md,https://indiankanoon.org/doc/767253/,72
Union of India - Act,1974,"The Oil Industry (Development) Act, 1974",..\SCRAP\LAW\TheOilIndustryDevelopmentAct1974UnionofIndia-Act1974.md,https://indiankanoon.org/doc/602826/,35
Union of India - Act,1974,"The Compulsory Deposit Scheme (Income Tax Payers) Act, 1974",..\SCRAP\LAW\TheCompulsoryDepositSchemeIncomeTaxPayersAct1974UnionofIndia-Act1974.md,https://indiankanoon.org/doc/1180789/,47
Union of India - Act,1974,"The Coal Mines (Conservation and Development) Act, 1974",..\SCRAP\LAW\TheCoalMinesConservationandDevelopmentAct1974UnionofIndia-Act1974.md,https://indiankanoon.org/doc/838134/,28
Union of India - Act,1975,"The Customs Tariff Act, 1975",..\SCRAP\LAW\TheCustomsTariffAct1975UnionofIndia-Act1975.md,https://indiankanoon.org/doc/442204/,4765
Union of India - Act,1975,"The Special Courts Act, 1979",..\SCRAP\LAW\TheSpecialCourtsAct1979UnionofIndia-Act1975.md,https://indiankanoon.org/doc/701797/,6140
Union of India - Act,1975,"The Explosives Act, 1884",..\SCRAP\LAW\TheExplosivesAct1884UnionofIndia-Act1975.md,https://indiankanoon.org/doc/176528/,1641
Union of India - Act,1975,"The Tobacco Board Act, 1975",..\SCRAP\LAW\TheTobaccoBoardAct1975UnionofIndia-Act1975.md,https://indiankanoon.org/doc/847558/,97
Union of India - Act,1975,"Payment of Bonus Rules, 1975",..\SCRAP\LAW\PaymentofBonusRules1975UnionofIndia-Act1975.md,https://indiankanoon.org/doc/121742164/,31
Union of India - Act,1975,"The Tobacco Cess Act, 1975",..\SCRAP\LAW\TheTobaccoCessAct1975UnionofIndia-Act1975.md,https://indiankanoon.org/doc/1408110/,16
Union of India - Act,1975,"Banking Service Commission Act, 1975",..\SCRAP\LAW\BankingServiceCommissionAct1975UnionofIndia-Act1975.md,https://indiankanoon.org/doc/33934014/,9
Union of India - Act,1975,"Cigarettes (Regulation of Production, Supply and Distribution) Act, 1975",..\SCRAP\LAW\CigarettesRegulationofProductionSupplyandDistributionAct1975UnionofIndia-Act1975.md,https://indiankanoon.org/doc/63595115/,14
Union of India - Act,1975,"The Payment Of Bonus Rules, 1975",..\SCRAP\LAW\ThePaymentOfBonusRules1975UnionofIndia-Act1975.md,https://indiankanoon.org/doc/144030963/,8
